URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,2400,1660,646,85,9,1,0.0835,0.557,0.00625,0.0672,0.0959,0.0566,0.134,135
https://www.premierschools.com,1,1,1088,848,139,91,8,1,0.0552,0.379,0.0187,0.133,0.128,0.134,0.153,200
https://www.suitslaw.com,0,0,1520,419,990,103,6,0,0.562,0.139,0.00867,0.0405,0.136,0.0213,0.0922,194
https://www.westburyhockey.com,5,3,2345,1334,894,110,6,3,0.101,0.182,0.00604,0.295,0.19,0.171,0.0553,200
https://www.statefundca.com,0,4,834,548,173,105,6,4,0.288,0.121,0.00359,0.114,0.432,0.0195,0.0228,200
https://www.bgames.com,3,3,674,308,239,117,8,3,0.0252,0.0777,0.0409,0.352,0.21,0.15,0.145,200
https://www.gambling.net,3,3,502,124,255,113,9,3,0.079,0.0607,0.00512,0.608,0.0535,0.134,0.0593,200
https://www.badminton.ca,5,0,637,431,90,107,8,0,0.274,0.201,0.0153,0.0834,0.172,0.21,0.0443,200
https://unitedsoccercoaches.org,5,1,3487,2772,527,168,18,1,0.116,0.512,0.00173,0.0541,0.138,0.143,0.0363,200
https://kizi.com,3,3,1341,797,216,307,19,3,0.053,0.0388,0.0393,0.641,0.0222,0.127,0.0782,200
https://allwebgames.com,3,99,142,142,0,0,0,99,0,0,0,0,0,0,0,0
https://www.sexstories.com,2,2,968,361,214,374,18,2,0.0553,0.138,0.34,0.214,0.0422,0.165,0.0462,200
https://xhaccess.com,2,2,1320,631,279,391,18,2,0.00532,0.00319,0.925,0.00994,0.00597,0.00792,0.0423,200
https://www.dhmi.co.uk,5,3,1968,446,1313,186,21,3,0.101,0.115,0.0245,0.286,0.155,0.174,0.144,41
https://atomico.com,0,0,782,242,111,408,19,0,0.584,0.114,0.0037,0.0491,0.0828,0.0184,0.148,200
https://www.cornishcottages.co.uk,6,6,876,515,82,258,20,6,0.112,0.0372,0.00651,0.0343,0.0792,0.0636,0.667,160
https://www.rhythmtime.net,1,1,658,196,135,307,19,1,0.107,0.308,0.00248,0.258,0.0846,0.0987,0.141,171
http://www.geohost.net/adm/zulu/,2,3,560,348,7,195,9,3,0.11,0.104,0.0182,0.297,0.12,0.207,0.144,86
https://www.rubicondev.com,3,3,984,637,47,281,18,3,0.133,0.106,0.0132,0.457,0.187,0.0524,0.0519,138
https://usamutuals.com/vice-fund,0,0,2238,1378,546,301,11,0,0.641,0.0811,0.00275,0.0385,0.104,0.0713,0.0614,200
https://kansascitycreditunion.com,0,99,5013,5013,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,3020,2167,515,316,20,1,0.0703,0.581,0.00147,0.0404,0.096,0.17,0.0414,200
https://www.penna.com,0,0,770,322,52,378,17,0,0.444,0.174,0.00411,0.0541,0.124,0.0304,0.169,193
https://voss.co.uk,1,1,2099,1306,434,338,19,1,0.307,0.387,0.00983,0.0483,0.167,0.0327,0.0485,200
http://www.customerchampions.co.uk,0,99,141,141,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,2232,906,1011,291,22,6,0.0302,0.0503,0.00497,0.0927,0.0284,0.0795,0.714,200
https://www.executivehotels.net,6,6,1062,544,226,272,18,6,0.0925,0.0698,0.00291,0.0946,0.107,0.0249,0.608,200
