URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,1157,392,656,101,7,1,0,1,0,0,0,0,0,144
https://www.premierschools.com,1,1,1089,828,151,103,6,1,0.0769,0.692,0,0.0769,0,0.0769,0.0769,200
https://www.suitslaw.com,0,0,1501,394,983,115,9,0,1,0,0,0,0,0,0,199
https://www.westburyhockey.com,5,1,1574,542,906,118,7,1,0.0769,0.692,0,0.0769,0,0.0769,0.0769,200
https://www.statefundca.com,0,0,1105,813,172,113,5,0,1,0,0,0,0,0,0,200
https://www.bgames.com,3,3,716,331,244,131,8,3,0,0,0,1,0,0,0,200
https://www.gambling.net,3,3,508,110,264,123,9,3,0,0,0,1,0,0,0,200
https://www.badminton.ca,5,5,911,462,80,348,20,5,0.2,0,0,0.133,0,0.4,0.267,200
https://unitedsoccercoaches.org,5,1,3888,2912,551,406,17,1,0,1,0,0,0,0,0,200
https://kizi.com,3,3,1358,788,210,335,23,3,0,0,0,1,0,0,0,200
https://allwebgames.com,3,3,2464,791,1500,161,10,3,0,0,0,1,0,0,0,103
https://www.sexstories.com,2,4,728,348,134,234,11,4,0,0,0.125,0.125,0.75,0,0,200
https://xhaccess.com,2,2,1347,643,289,396,17,2,0,0,1,0,0,0,0,200
https://www.dhmi.co.uk,5,3,1983,476,1259,222,24,3,0.0909,0,0,0.727,0,0.182,0,41
https://atomico.com,0,0,828,246,125,432,24,0,0.636,0.273,0,0,0,0,0.0909,200
https://www.cornishcottages.co.uk,6,6,830,482,42,287,18,6,0,0,0,0,0,0,1,161
https://www.rhythmtime.net,1,1,550,196,121,220,11,1,0,1,0,0,0,0,0,171
http://www.geohost.net/adm/zulu/,2,3,517,309,8,184,14,3,0,0.1,0,0.5,0,0.3,0.1,86
https://www.rubicondev.com,3,3,985,613,27,323,20,3,0,0,0,1,0,0,0,143
https://usamutuals.com/vice-fund,0,0,1964,1360,262,328,13,0,1,0,0,0,0,0,0,200
https://kansascitycreditunion.com,0,99,5005,5005,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,2736,1919,488,312,16,1,0,1,0,0,0,0,0,200
https://www.penna.com,0,0,838,300,91,427,19,0,1,0,0,0,0,0,0,196
https://voss.co.uk,1,1,2074,1289,425,337,21,1,0,0.5,0,0,0.3,0.1,0.1,200
http://www.customerchampions.co.uk,0,99,154,154,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4571,902,3297,351,20,6,0,0,0,0,0,0,1,200
https://www.executivehotels.net,6,6,1183,554,239,369,20,6,0,0,0,0,0,0,1,200
