URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,1726,1005,647,65,7,1,0.0118,0.928,0.00423,0.00987,0.0229,0.00917,0.0137,135
https://www.premierschools.com,1,1,1256,1023,146,77,9,1,0.253,0.474,0.0173,0.059,0.084,0.0583,0.0542,200
https://www.suitslaw.com,0,0,1489,384,1016,82,6,0,0.476,0.157,0.0149,0.0675,0.129,0.0569,0.0985,188
https://www.westburyhockey.com,5,5,1495,487,904,94,9,5,0.0324,0.101,0.0127,0.324,0.0371,0.459,0.0347,200
https://www.statefundca.com,0,0,1064,795,171,87,9,0,0.723,0.061,0.00866,0.0399,0.115,0.028,0.0244,200
https://www.bgames.com,3,3,629,271,247,99,10,3,0.0213,0.0282,0.00849,0.861,0.017,0.0329,0.0308,200
https://www.gambling.net,3,3,523,130,265,116,10,3,0.0732,0.0527,0.0148,0.689,0.0455,0.0586,0.0659,200
https://www.badminton.ca,5,5,1001,803,98,92,7,5,0.137,0.243,0.0186,0.0808,0.08,0.369,0.0715,200
https://unitedsoccercoaches.org,5,1,3451,2799,531,114,6,1,0.114,0.48,0.0137,0.0586,0.0949,0.201,0.0383,200
https://kizi.com,3,3,1026,738,181,96,9,3,0.00545,0.00432,0.002,0.966,0.00337,0.0111,0.00781,200
https://allwebgames.com,3,99,120,120,0,0,0,99,0,0,0,0,0,0,0,0
https://www.sexstories.com,2,3,526,304,112,103,5,3,0.0958,0.1,0.228,0.236,0.154,0.0897,0.0957,200
https://xhaccess.com,2,2,1133,795,214,114,9,2,0.0513,0.0489,0.679,0.0615,0.0522,0.0496,0.0576,200
https://www.dhmi.co.uk,5,3,1679,426,1195,52,4,3,0.15,0.142,0.0235,0.3,0.109,0.202,0.0743,41
https://atomico.com,0,0,477,225,114,128,8,0,0.484,0.113,0.0171,0.0854,0.175,0.0538,0.0718,200
https://www.cornishcottages.co.uk,6,6,676,501,83,83,7,6,0.0178,0.0147,0.00463,0.016,0.0161,0.0161,0.915,159
https://www.rhythmtime.net,1,1,353,133,123,90,5,1,0.0859,0.47,0.016,0.174,0.0833,0.0637,0.107,169
http://www.geohost.net/adm/zulu/,2,3,494,419,3,64,7,3,0.196,0.109,0.0508,0.231,0.174,0.124,0.116,80
https://www.rubicondev.com,3,3,836,699,40,86,10,3,0.0479,0.051,0.00641,0.831,0.0242,0.0227,0.0171,131
https://usamutuals.com/vice-fund,0,0,3109,2508,508,86,6,0,0.643,0.179,0.0109,0.0503,0.0345,0.0403,0.0421,200
https://kansascitycreditunion.com,0,99,5020,5020,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,2544,1996,450,90,7,1,0.0282,0.904,0.00448,0.014,0.0255,0.0123,0.0113,200
https://www.penna.com,0,0,452,269,68,108,6,0,0.522,0.161,0.0156,0.0868,0.0969,0.053,0.0649,188
https://voss.co.uk,1,1,2502,1988,407,97,9,1,0.0679,0.799,0.00669,0.0161,0.0377,0.0298,0.0429,200
http://www.customerchampions.co.uk,0,99,133,133,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4236,908,3237,84,5,6,0.0122,0.0242,0.00402,0.0211,0.0198,0.0172,0.901,200
https://www.executivehotels.net,6,6,851,549,206,89,5,6,0.0961,0.0394,0.0139,0.0718,0.0462,0.0344,0.698,200
