URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,2629,1843,658,114,12,1,0.077,0.632,0.00727,0.0591,0.0608,0.0783,0.0851,144
https://www.premierschools.com,1,1,1140,862,157,107,12,1,0.142,0.428,0.00816,0.139,0.106,0.0844,0.0919,200
https://www.suitslaw.com,0,0,1571,429,1002,130,8,0,0.524,0.15,0.00951,0.075,0.0956,0.0919,0.0533,200
https://www.westburyhockey.com,5,5,1595,536,912,136,10,5,0.0433,0.228,0.0396,0.241,0.0786,0.296,0.0731,200
https://www.statefundca.com,0,0,802,481,185,123,12,0,0.34,0.208,0.00441,0.0863,0.233,0.0478,0.0804,200
https://www.bgames.com,3,3,691,278,248,157,7,3,0.0884,0.0401,0.0201,0.379,0.163,0.0966,0.213,200
https://www.gambling.net,3,3,502,105,249,137,9,3,0.0885,0.0525,0.0135,0.569,0.0595,0.182,0.0345,200
https://www.badminton.ca,5,5,678,435,90,141,9,5,0.189,0.184,0.0383,0.153,0.0745,0.285,0.0759,200
https://unitedsoccercoaches.org,5,1,3512,2844,510,146,11,1,0.136,0.46,0.00156,0.12,0.0962,0.162,0.025,200
https://kizi.com,3,3,1328,982,203,133,8,3,0.0454,0.0292,0.00711,0.446,0.0253,0.199,0.249,200
https://allwebgames.com,3,3,2120,546,1454,108,11,3,0.0538,0.176,0.0151,0.311,0.0682,0.185,0.191,100
https://www.sexstories.com,2,2,646,380,107,151,7,2,0.0646,0.0704,0.366,0.19,0.1,0.128,0.0808,200
https://xhaccess.com,2,2,969,577,229,150,11,2,0.0148,0.0259,0.733,0.0454,0.015,0.0844,0.0812,200
https://www.dhmi.co.uk,5,3,1728,460,1171,84,12,3,0.101,0.127,0.0298,0.309,0.116,0.201,0.117,43
https://atomico.com,0,0,473,212,103,147,9,0,0.456,0.182,0.0061,0.0574,0.17,0.0382,0.091,200
https://www.cornishcottages.co.uk,6,6,706,508,80,108,8,6,0.125,0.0856,0.015,0.129,0.0856,0.08,0.48,161
https://www.rhythmtime.net,1,1,418,158,128,118,14,1,0.188,0.375,0.0081,0.172,0.114,0.0381,0.104,172
http://www.geohost.net/adm/zulu/,2,3,464,314,4,132,12,3,0.218,0.102,0.0698,0.223,0.156,0.157,0.0743,86
https://www.rubicondev.com,3,3,805,617,41,138,8,3,0.189,0.105,0.0135,0.475,0.0869,0.0754,0.0549,145
https://usamutuals.com/vice-fund,0,0,1951,1352,448,134,16,0,0.433,0.0755,0.00896,0.128,0.123,0.147,0.0848,200
https://kansascitycreditunion.com,0,99,5008,5008,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,2751,2157,450,132,11,1,0.194,0.619,0,0.0127,0.0905,0.0263,0.0572,200
https://www.penna.com,0,0,596,315,83,185,10,0,0.43,0.164,0.00439,0.0406,0.145,0.0422,0.173,197
https://voss.co.uk,1,1,1800,1242,396,150,11,1,0.261,0.327,0.00467,0.0595,0.138,0.088,0.121,200
http://www.customerchampions.co.uk,0,99,147,147,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4217,889,3172,140,14,6,0.0978,0.0618,0.0151,0.0532,0.0941,0.0898,0.588,200
https://www.executivehotels.net,6,6,891,540,215,126,9,6,0.0813,0.094,0.0256,0.0925,0.0765,0.0381,0.592,200
