URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,2010,1236,673,90,8,1,0.011,0.94,0.00333,0.00805,0.0168,0.00861,0.0118,135
https://www.premierschools.com,1,1,1101,837,157,92,13,1,0.16,0.59,0.0162,0.0447,0.0901,0.05,0.0485,200
https://www.suitslaw.com,0,0,1522,400,1007,104,9,0,0.484,0.126,0.0165,0.0827,0.129,0.0588,0.103,194
https://www.westburyhockey.com,5,5,2581,1556,905,110,7,5,0.0378,0.0968,0.0146,0.297,0.0372,0.477,0.0399,200
https://www.statefundca.com,0,0,860,542,180,129,8,0,0.679,0.0599,0.0105,0.0429,0.147,0.0315,0.0298,200
https://www.bgames.com,3,3,707,310,249,140,7,3,0.0239,0.0278,0.00904,0.852,0.0179,0.0341,0.0353,200
https://www.gambling.net,3,3,545,123,258,156,6,3,0.0714,0.0564,0.0158,0.687,0.0482,0.0634,0.0581,200
https://www.badminton.ca,5,5,643,431,85,116,10,5,0.132,0.176,0.0192,0.0804,0.0681,0.453,0.0712,200
https://unitedsoccercoaches.org,5,1,3694,3041,506,138,7,1,0.0892,0.51,0.0144,0.0617,0.0803,0.207,0.0374,200
https://kizi.com,3,3,1177,869,182,117,7,3,0.0074,0.00832,0.00369,0.942,0.0055,0.0206,0.0128,200
https://allwebgames.com,3,3,1478,808,566,96,7,3,0.0339,0.0557,0.0199,0.706,0.04,0.0774,0.0669,105
https://www.sexstories.com,2,2,629,344,117,157,11,2,0.0924,0.101,0.301,0.209,0.133,0.0849,0.0782,200
https://xhaccess.com,2,2,1088,721,228,128,9,2,0.0297,0.0335,0.789,0.04,0.0347,0.0359,0.0374,200
https://www.dhmi.co.uk,5,3,1705,463,1160,74,7,3,0.158,0.158,0.0239,0.252,0.0971,0.227,0.0836,41
https://atomico.com,0,0,468,233,96,132,6,0,0.47,0.122,0.0187,0.0822,0.171,0.0588,0.0766,200
https://www.cornishcottages.co.uk,6,6,730,531,81,108,8,6,0.0198,0.0153,0.00508,0.0164,0.017,0.0151,0.911,160
https://www.rhythmtime.net,1,1,387,147,119,114,6,1,0.0978,0.407,0.0184,0.176,0.109,0.0866,0.105,171
http://www.geohost.net/adm/zulu/,2,3,405,311,4,79,10,3,0.215,0.0972,0.0566,0.229,0.157,0.125,0.121,86
https://www.rubicondev.com,3,3,814,645,37,118,13,3,0.0514,0.0468,0.00713,0.822,0.0274,0.025,0.0199,138
https://usamutuals.com/vice-fund,0,0,2315,1712,501,95,7,0,0.708,0.0923,0.0112,0.0508,0.0445,0.0502,0.0426,200
https://kansascitycreditunion.com,0,99,5010,5010,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,2689,2117,456,107,8,1,0.033,0.895,0.005,0.0151,0.0256,0.0135,0.013,200
https://www.penna.com,0,0,500,279,80,132,8,0,0.453,0.17,0.0189,0.0981,0.116,0.0666,0.0769,193
https://voss.co.uk,1,1,1844,1326,393,114,10,1,0.0608,0.819,0.00672,0.0165,0.0351,0.0271,0.0351,200
http://www.customerchampions.co.uk,0,99,164,164,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4117,902,3093,111,10,6,0.0126,0.0235,0.00429,0.0178,0.0185,0.0189,0.904,200
https://www.executivehotels.net,6,6,950,598,218,124,9,6,0.0755,0.0403,0.0142,0.0723,0.0511,0.0353,0.711,200
