URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,1696,974,650,66,5,1,0,1,0,0,0,0,0,135
https://www.premierschools.com,1,1,1126,895,146,79,5,1,0.0769,0.231,0.154,0.0769,0.154,0.154,0.154,200
https://www.suitslaw.com,0,0,1489,392,1001,87,7,0,0.833,0,0,0,0.167,0,0,188
https://www.westburyhockey.com,5,4,1498,489,913,89,5,4,0,0.286,0,0,0.571,0.143,0,200
https://www.statefundca.com,0,0,1406,1133,182,82,8,0,1,0,0,0,0,0,0,200
https://www.bgames.com,3,3,675,322,241,103,7,3,0,0,0,0.667,0.167,0,0.167,200
https://www.gambling.net,3,3,473,127,248,92,5,3,0,0,0,1,0,0,0,200
https://www.badminton.ca,5,3,602,410,92,93,5,3,0,0,0.143,0.286,0,0.286,0.286,200
https://unitedsoccercoaches.org,5,1,3557,2696,530,314,16,1,0.0769,0.231,0.154,0.0769,0.154,0.154,0.154,200
https://kizi.com,3,3,1374,848,218,295,12,3,0,0,0,1,0,0,0,200
https://allwebgames.com,3,3,2423,625,1590,194,13,3,0,0,0,0.667,0.167,0,0.167,97
https://www.sexstories.com,2,3,864,364,174,311,14,3,0.0645,0.129,0.0645,0.323,0.0968,0.226,0.0968,200
https://xhaccess.com,2,2,1247,644,292,295,15,2,0,0,1,0,0,0,0,200
https://www.dhmi.co.uk,5,1,1850,442,1261,133,13,1,0,0.571,0,0.143,0,0.286,0,41
https://atomico.com,0,0,707,238,115,340,12,0,0.375,0.125,0,0,0.375,0.125,0,200
https://www.cornishcottages.co.uk,6,6,779,510,82,174,11,6,0,0,0,0,0,0,1,159
https://www.rhythmtime.net,1,1,530,210,127,182,9,1,0.0769,0.231,0.154,0.0769,0.154,0.154,0.154,169
http://www.geohost.net/adm/zulu/,2,3,494,315,5,157,15,3,0.0385,0.0385,0,0.615,0,0.154,0.154,80
https://www.rubicondev.com,3,3,898,626,48,211,12,3,0,0,0,1,0,0,0,131
https://usamutuals.com/vice-fund,0,0,2174,1380,542,236,14,0,1,0,0,0,0,0,0,200
https://kansascitycreditunion.com,0,99,5015,5015,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,3090,2290,529,258,11,1,0,1,0,0,0,0,0,200
https://www.penna.com,0,0,746,319,95,314,16,0,1,0,0,0,0,0,0,188
https://voss.co.uk,1,1,2160,1387,457,300,16,1,0,1,0,0,0,0,0,200
http://www.customerchampions.co.uk,0,99,146,146,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4434,933,3219,263,17,6,0,0,0,0,0,0,1,200
https://www.executivehotels.net,6,6,1038,559,175,289,14,6,0,0,0,0,0,0,1,200
