URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,1655,909,652,86,6,1,0,1,0,0,0,0,0,135
https://www.premierschools.com,1,1,1069,824,143,93,7,1,0,1,0,0,0,0,0,200
https://www.suitslaw.com,0,0,1510,386,1005,108,10,0,1,0,0,0,0,0,0,194
https://www.westburyhockey.com,5,1,1645,605,922,109,8,1,0.143,0.571,0,0.143,0,0.143,0,200
https://www.statefundca.com,0,0,812,533,169,102,7,0,0.778,0,0,0,0.222,0,0,200
https://www.bgames.com,3,3,671,292,243,127,7,3,0,0,0,1,0,0,0,200
https://www.gambling.net,3,3,509,131,249,120,8,3,0,0,0,1,0,0,0,200
https://www.badminton.ca,5,5,630,421,93,108,8,5,0,0.0833,0,0,0.333,0.417,0.167,200
https://unitedsoccercoaches.org,5,1,3437,2796,519,113,8,1,0,0.714,0,0,0.143,0.143,0,200
https://kizi.com,3,3,1031,741,168,115,5,3,0,0,0,1,0,0,0,200
https://allwebgames.com,3,3,2534,682,1579,256,15,3,0,0,0,1,0,0,0,99
https://www.sexstories.com,2,3,1015,398,210,391,14,3,0,0.0714,0,0.714,0,0.214,0,200
https://xhaccess.com,2,2,1378,751,281,328,16,2,0,0,1,0,0,0,0,200
https://www.dhmi.co.uk,5,3,1900,441,1324,120,13,3,0.0882,0,0.0294,0.382,0.176,0.176,0.147,41
https://atomico.com,0,4,726,205,120,381,19,4,0.286,0.143,0,0,0.571,0,0,200
https://www.cornishcottages.co.uk,6,6,905,514,87,287,14,6,0,0,0,0,0,0,1,160
https://www.rhythmtime.net,1,1,620,160,133,309,17,1,0,0.625,0,0.25,0,0.125,0,171
http://www.geohost.net/adm/zulu/,2,3,566,299,8,241,16,3,0,0,0.118,0.765,0,0,0.118,86
https://www.rubicondev.com,3,3,979,626,45,289,18,3,0,0,0,1,0,0,0,138
https://usamutuals.com/vice-fund,0,0,2258,1384,556,296,20,0,0.857,0,0,0,0,0,0.143,200
https://kansascitycreditunion.com,0,99,5007,5007,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,3091,2362,495,219,12,1,0,1,0,0,0,0,0,200
https://www.penna.com,0,0,777,285,97,377,16,0,0.8,0.1,0,0,0,0,0.1,193
https://voss.co.uk,1,1,2093,1277,448,349,18,1,0.222,0.778,0,0,0,0,0,200
http://www.customerchampions.co.uk,0,99,158,158,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4483,917,3267,282,15,6,0,0.182,0,0,0.273,0,0.545,200
https://www.executivehotels.net,6,6,1111,521,224,349,14,6,0,0.1,0,0.2,0,0,0.7,200
