URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,2338,1599,658,74,6,1,0.0898,0.609,0.0122,0.0741,0.0727,0.0546,0.088,135
https://www.premierschools.com,1,1,1067,828,149,82,7,1,0.226,0.546,0.00842,0.044,0.0624,0.0701,0.0427,200
https://www.suitslaw.com,0,0,1453,367,990,88,8,0,0.587,0.126,0.00464,0.0569,0.154,0.0315,0.0391,188
https://www.westburyhockey.com,5,3,1723,693,931,91,7,3,0.0744,0.121,0.0122,0.447,0.0695,0.21,0.0665,200
https://www.statefundca.com,0,0,1634,1360,176,91,5,0,0.452,0.159,0.00369,0.0844,0.191,0.0554,0.0548,200
https://www.bgames.com,3,3,641,294,240,96,9,3,0.0518,0.0678,0.0444,0.417,0.0283,0.162,0.229,200
https://www.gambling.net,3,3,497,133,255,97,9,3,0.0661,0.00888,0.0163,0.655,0.0232,0.0769,0.153,200
https://www.badminton.ca,5,5,641,452,91,92,5,5,0.143,0.129,0.0086,0.111,0.0745,0.494,0.0397,200
https://unitedsoccercoaches.org,5,1,3402,2766,526,102,7,1,0.115,0.549,0.0104,0.0665,0.116,0.106,0.0371,200
https://kizi.com,3,3,1060,771,180,101,7,3,0.0532,0.0299,0.0108,0.684,0.0232,0.146,0.0535,200
https://allwebgames.com,3,3,2596,750,1625,203,16,3,0.0288,0.191,0.0159,0.39,0.0506,0.175,0.149,94
https://www.sexstories.com,2,0,854,334,201,300,18,0,0.195,0.094,0.184,0.166,0.0995,0.0808,0.181,200
https://xhaccess.com,2,2,1385,770,277,323,14,2,0.0769,0.041,0.646,0.0771,0.0402,0.0773,0.0416,200
https://www.dhmi.co.uk,5,3,1898,434,1311,140,11,3,0.142,0.176,0.0436,0.24,0.126,0.147,0.125,41
https://atomico.com,0,0,815,326,117,356,15,0,0.396,0.115,0.00991,0.0596,0.283,0.0459,0.0905,200
https://www.cornishcottages.co.uk,6,6,815,495,89,218,12,6,0.049,0.124,0.0153,0.0874,0.0375,0.0681,0.619,159
https://www.rhythmtime.net,1,1,580,189,139,237,14,1,0.0675,0.396,0.0114,0.129,0.115,0.0852,0.196,169
http://www.geohost.net/adm/zulu/,2,3,527,326,6,178,16,3,0.0757,0.0285,0.00738,0.496,0.13,0.195,0.0678,80
https://www.rubicondev.com,3,3,882,609,45,214,12,3,0.0902,0.0771,0.0171,0.574,0.0769,0.0886,0.0763,131
https://usamutuals.com/vice-fund,0,0,2211,1377,556,258,19,0,0.575,0.0596,0.0161,0.139,0.0743,0.0669,0.0694,200
https://kansascitycreditunion.com,0,99,5009,5009,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,2769,1953,527,277,11,1,0.0783,0.72,0.0036,0.0451,0.083,0.0505,0.0198,200
https://www.penna.com,0,0,1173,719,89,343,21,0,0.499,0.124,0.0156,0.105,0.155,0.0568,0.0447,188
https://voss.co.uk,1,1,2038,1310,398,310,18,1,0.252,0.461,0.000588,0.0283,0.14,0.0773,0.0407,200
http://www.customerchampions.co.uk,0,99,2145,2145,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,2160,869,1027,250,13,6,0.0379,0.0824,0.00418,0.119,0.0641,0.045,0.647,200
https://www.executivehotels.net,6,6,1086,538,237,291,18,6,0.17,0.024,0.0127,0.11,0.0612,0.0408,0.581,200
