URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,1821,1061,667,84,7,1,-0.00977,0.066,-0.0198,-0.0162,-0.00153,-0.00788,-0.0108,135
https://www.premierschools.com,1,1,1080,828,152,92,7,1,0.0103,0.0288,-0.0147,-0.00947,0.00146,-0.00668,-0.00976,200
https://www.suitslaw.com,0,0,1510,400,997,105,7,0,0.02,0.00254,-0.0174,-0.00244,0.00733,-0.00687,-0.00316,194
https://www.westburyhockey.com,5,5,1820,778,922,112,8,5,-0.0104,0.00205,-0.0176,0.021,-0.00863,0.0245,-0.0109,200
https://www.statefundca.com,0,0,802,498,196,101,6,0,0.0357,-0.00214,-0.018,-0.00756,0.0144,-0.00859,-0.0138,200
https://www.bgames.com,3,3,692,313,249,117,12,3,-0.0104,-0.00414,-0.0145,0.048,-0.0135,-0.000593,-0.00478,200
https://www.gambling.net,3,3,511,123,263,116,7,3,-0.0057,-0.00523,-0.0138,0.0401,-0.00885,0.000754,-0.00734,200
https://www.badminton.ca,5,5,687,470,92,117,7,5,0.00336,0.00571,-0.0151,-0.00366,-0.00456,0.0198,-0.00561,200
https://unitedsoccercoaches.org,5,1,3381,2743,513,114,9,1,0.000856,0.0213,-0.0165,-0.0044,-0.000707,0.0145,-0.0151,200
https://kizi.com,3,3,1110,808,172,120,8,3,-0.0161,-0.0119,-0.0177,0.0704,-0.0196,0.00344,-0.00855,200
https://allwebgames.com,3,3,2258,622,1539,85,10,3,-0.0126,-0.00278,-0.0125,0.0389,-0.00925,0.00244,-0.00419,103
https://www.sexstories.com,2,2,626,396,108,115,6,2,-0.00599,-0.00329,0.0171,0.00476,0.000187,-0.00339,-0.00941,200
https://xhaccess.com,2,2,975,634,214,115,11,2,-0.0114,-0.00676,0.0407,-0.00347,-0.00761,-0.00444,-0.00696,200
https://www.dhmi.co.uk,5,5,1735,472,1186,64,11,5,0.00345,0.00431,-0.0115,0.00529,-0.000961,0.00861,-0.00919,41
https://atomico.com,0,0,465,224,105,122,12,0,0.0177,0.00319,-0.0132,-0.00359,0.00719,-0.00478,-0.00646,200
https://www.cornishcottages.co.uk,6,6,669,495,76,87,9,6,-0.00804,-0.00864,-0.0171,-0.00994,-0.00788,-0.00382,0.0554,160
https://www.rhythmtime.net,1,1,394,161,125,96,10,1,-0.00419,0.0132,-0.0161,0.00534,0.00067,0.00337,-0.00222,171
http://www.geohost.net/adm/zulu/,2,3,406,318,3,73,10,3,0.00249,-0.00478,-0.00101,0.00519,0.000998,0.000779,-0.00365,86
https://www.rubicondev.com,3,3,740,601,42,89,7,3,-0.00343,0.000437,-0.0182,0.0486,-0.00734,-0.00474,-0.0153,138
https://usamutuals.com/vice-fund,0,0,1934,1356,474,94,9,0,0.0309,0.00258,-0.0137,-0.0049,-0.00625,-0.00151,-0.00706,200
https://kansascitycreditunion.com,0,99,5007,5007,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,2469,1903,449,107,9,1,0.000555,0.0596,-0.02,-0.0136,-0.00234,-0.0083,-0.0159,200
https://www.penna.com,0,0,486,279,76,120,9,0,0.0177,0.0051,-0.013,-0.00186,0.00133,-0.00299,-0.00617,193
https://voss.co.uk,1,1,1816,1287,407,111,9,1,0.00598,0.0395,-0.0209,-0.0144,-0.0011,-0.000485,-0.00853,200
http://www.customerchampions.co.uk,0,99,160,160,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4244,902,3234,98,9,6,-0.0148,-0.00643,-0.0207,-0.0108,-0.00703,-0.00367,0.0635,200
https://www.executivehotels.net,6,6,886,550,214,109,11,6,0.00081,-0.00823,-0.0143,-0.00227,-0.00574,-0.00572,0.0355,200
