URL,label,predictedlabel,totalTime,getTime,cleanTime,tfidfCalcTime,classifyTime,predictedlabel,0,1,2,3,4,5,6,tokensAmount
https://www.sdale.org,1,1,1757,968,677,100,10,1,0.0796,0.63,0.00504,0.0278,0.131,0.028,0.0988,144
https://www.premierschools.com,1,1,1157,887,157,102,11,1,0.168,0.563,0.00308,0.0467,0.0923,0.0726,0.0543,200
https://www.suitslaw.com,0,0,1519,411,964,134,9,0,0.604,0.102,0.0074,0.0596,0.0937,0.0409,0.0922,199
https://www.westburyhockey.com,5,5,1644,548,965,120,10,5,0.0625,0.149,0.00701,0.221,0.126,0.33,0.104,200
https://www.statefundca.com,0,4,1055,764,172,110,8,4,0.33,0.158,0.0101,0.0518,0.351,0.0327,0.0668,200
https://www.bgames.com,3,3,687,301,247,127,10,3,0.0282,0.0809,0.00286,0.364,0.176,0.128,0.221,200
https://www.gambling.net,3,3,543,145,257,129,11,3,0.0985,0.0605,0.00231,0.616,0.0457,0.139,0.0386,200
https://www.badminton.ca,5,1,685,471,82,122,9,1,0.148,0.302,0.0187,0.232,0.0683,0.194,0.0363,200
https://unitedsoccercoaches.org,5,1,3376,2739,503,125,8,1,0.145,0.338,0.0114,0.13,0.104,0.221,0.0502,200
https://kizi.com,3,3,1211,892,175,131,10,3,0.0355,0.0313,0.00841,0.541,0.0289,0.135,0.22,200
https://allwebgames.com,3,3,2384,714,1552,106,11,3,0.0759,0.0965,0.00408,0.405,0.0678,0.159,0.192,103
https://www.sexstories.com,2,2,658,402,114,131,10,2,0.0601,0.0624,0.436,0.13,0.0517,0.156,0.103,200
https://xhaccess.com,2,2,1183,811,235,127,9,2,0.00821,0.0241,0.792,0.0319,0.039,0.0256,0.079,200
https://www.dhmi.co.uk,5,3,1827,608,1133,75,9,3,0.152,0.116,0.0232,0.283,0.153,0.145,0.127,41
https://atomico.com,0,0,449,208,93,138,8,0,0.425,0.23,0.00731,0.103,0.0827,0.0223,0.13,200
https://www.cornishcottages.co.uk,6,6,737,537,82,105,12,6,0.0829,0.0979,0.0128,0.156,0.109,0.0515,0.49,161
https://www.rhythmtime.net,1,1,404,155,121,116,11,1,0.192,0.283,0.00825,0.12,0.141,0.0675,0.188,171
http://www.geohost.net/adm/zulu/,2,3,387,276,3,98,9,3,0.0927,0.0966,0.0279,0.427,0.151,0.117,0.0874,86
https://www.rubicondev.com,3,3,735,598,22,106,8,3,0.214,0.128,0.0061,0.35,0.12,0.116,0.0668,143
https://usamutuals.com/vice-fund,0,0,1992,1407,467,109,7,0,0.338,0.123,0.025,0.177,0.124,0.118,0.0948,200
https://kansascitycreditunion.com,0,99,5015,5015,0,0,0,99,0,0,0,0,0,0,0,0
https://www.piedmont.k12.al.us,1,1,3116,2354,492,257,12,1,0.2,0.573,0.0132,0.0255,0.129,0.0411,0.0185,200
https://www.penna.com,0,0,727,352,45,316,13,0,0.391,0.239,0.0131,0.0606,0.18,0.0423,0.0731,196
https://voss.co.uk,1,0,2058,1269,401,368,19,0,0.333,0.279,0.00847,0.048,0.188,0.0819,0.061,200
http://www.customerchampions.co.uk,0,99,147,147,0,0,0,99,0,0,0,0,0,0,0,0
https://breakawayadventures.com,6,6,4558,936,3281,324,16,6,0.0719,0.0845,0.0068,0.102,0.0495,0.0534,0.632,200
https://www.executivehotels.net,6,6,1100,541,235,300,23,6,0.126,0.071,0.00786,0.116,0.11,0.0569,0.512,200
